Starting Program 3 (FAST)...
FAST : WINDOW SIZE: [5] Load: 6.7% | Temp: 38.5°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 6.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 6.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 6.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 6.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 6.7% | Temp: 38.5°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 6.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 6.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 38.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 38.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 38.0°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 38.0°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 10.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 10.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 6.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 6.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 6.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 6.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 38.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 9.1% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 9.1% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 5.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 9.7% | Temp: 38.5°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 14.7% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 17.6% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 22.6% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 31.2% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 35.2% | Temp: 38.5°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 34.2% | Temp: 38.5°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 30.6% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 33.6% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 30.0% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 27.0% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 29.7% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 24.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 24.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 24.7% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 26.3% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 27.7% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 32.7% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 32.7% | Temp: 40.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 35.7% | Temp: 38.5°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 33.0% | Temp: 38.5°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 33.0% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 28.0% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 20.0% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 12.0% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 40.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 6.7% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 6.7% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 38.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 10.7% | Temp: 40.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 40.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 40.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 40.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 38.5°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 38.5°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 38.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 38.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 12.0% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 38.5°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 38.5°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 11.3% | Temp: 40.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 40.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 11.3% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 11.3% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 40.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 11.3% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 11.3% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 38.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 6.7% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 6.7% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 10.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 17.3% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 17.3% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 10.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 10.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 6.7% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 11.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 11.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 11.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 11.3% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 38.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 10.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 10.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 38.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 38.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 11.3% | Temp: 40.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 40.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 10.7% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 40.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 38.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 38.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 11.3% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 38.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 40.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 40.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 11.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 11.3% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 11.3% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 38.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 40.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 40.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 11.3% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 11.3% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 7.3% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 38.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 38.5°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 38.5°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 39.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 12.0% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 12.0% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 38.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 38.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 3.3% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 9.1% | Temp: 40.4°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 13.1% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 9.7% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 9.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 9.7% | Temp: 38.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.9°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 9.7% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 9.7% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 9.7% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 5.7% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 5.7% | Temp: 39.9°C | Status: OK
FAST : WINDOW SIZE: [5] Load: 0.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 4.0% | Temp: 39.4°C | Status: CRITICAL: SUSPICIOUS CPU LOAD!
FAST : WINDOW SIZE: [5] Load: 8.0% | Temp: 40.4°C | Status: OK
